Title,Album,Artist,Duration (ms),Rating,Play Count,Playlist,spotify_id
Murder to the Mind,Murder to the Mind,Tash Sultana,258000,0,5,Junkyard,spotify:track:4qTIOGPVKfrXuXeH2XXef9
barcelona boots,Wait,Arlie,228000,0,6,Junkyard,spotify:track:1VpcATIL1OzUeiBqqqSTtV
Under the Bridge,Blood Sugar Sex Magik,Red Hot Chili Peppers,264000,0,21,Junkyard,spotify:track:3d9DChrdc6BOeFsbrZ3Is0
We Don't Care,Blue Madonna,BØRNS,212000,0,8,Junkyard,spotify:track:02Q3owlEjrUIrQv8Jq7qhl
Something About You ,Something About You (The Remixes),Hayden James,343000,0,48,Junkyard,spotify:track:6vjWim6xU6tPjA42GxSp1U
33 “GOD”,"22, A Million",Bon Iver,213000,0,29,Junkyard,spotify:track:1LfWibYjk0TD8YNPtzym9A
Hunger Of The Pine,This Is All Yours,Alt-J,299000,0,28,Junkyard,spotify:track:2mkv1b3dRFyiJ4Ybq31owf
We Are The People,Walking On A Dream (Special Edition),Empire Of The Sun,267000,0,36,Junkyard,spotify:track:3zEN0ii6s4DHHBpnTp3RP7
Mystik,Mystik,Tash Sultana,251000,0,6,Junkyard,spotify:track:5BLRxxzmsarOfxmEjyLCL3
It's Called: Freefall,"How to: Friend, Love, Freefall",Rainbow Kitten Surprise,152000,0,29,Junkyard,spotify:track:474uVhyGgK5MtY9gMcDgGl
Electric Love,Dopamine,BØRNS,218000,0,59,Junkyard,spotify:track:2GiJYvgVaD2HtM8GqD9EgQ
My Type,My Type,Saint Motel,206000,0,8,Junkyard,spotify:track:2Iq6HhIquO7JKr0KfTNLzU
Little Man,Ritual Union,Little Dragon,161000,0,9,Junkyard,spotify:track:714TY3YgigKX2jIX7SREwF
Left Hand Free,This Is All Yours,Alt-J,173000,0,15,Junkyard,spotify:track:4iEOVEULZRvmzYSZY2ViKN
Mess Is Mine,Mess Is Mine,Vance Joy,223000,0,28,Junkyard,spotify:track:29jtZGdgpE2lWm2mkIt6HS
Breezeblocks,An Awesome Wave,Alt-J,227000,0,74,Junkyard,spotify:track:3n69hLUdIsSa1WlRmjMZlW
Who's Got You Singing Again,Futures,PREP,264000,0,28,Junkyard,spotify:track:6zeS1N6ls8cG4TMablZtFu
Tessellate ,Halcyon Days,Ellie Goulding,237000,0,36,Junkyard,spotify:track:5w22aDDwvWR0puSp6ZL6LJ
American Money,Dopamine,BØRNS,261000,0,83,Junkyard,spotify:track:4AewKenHXKBt643p473xCk
Baby I'm Yours ,By Your Side,Breakbot,215000,0,8,Junkyard,spotify:track:7oGwQOTkMB9Sk3DIKJLd5F
Love Is Alive,Love Is Alive EP,Louis The Child,170000,0,12,Junkyard,spotify:track:7LtqwGP2UIj0FHbOsqm6VG
Cigarette Daydreams,Melophobia,Cage The Elephant,208000,0,41,Junkyard,spotify:track:2tznHmp70DxMyr2XhWLOW0
Cannons,The Year Of Hibernation,Youth Lagoon,224000,0,5,Junkyard,spotify:track:1tgLMyNVmgtLJcOfE0wbyJ
Your Prime,Malibu,Anderson .Paak,237000,0,29,Junkyard,spotify:track:1GJr5BQIOvzFEoQlrufunl
TEST DRIVE,BALLADS 1,Joji,179000,0,17,Junkyard,spotify:track:1DMEzmAoQIikcL52psptQL
Blush,Built On Glass,Chet Faker,287000,0,52,Junkyard,spotify:track:6ukKKnOKdktCdyxJLzt8hG
Too High ,Too High (feat. Jesse),Goody Grace,138000,0,14,Junkyard,spotify:track:2JsKO2ygw4ft6QEy4U4RO4
Mission to Mars,"How to: Friend, Love, Freefall",Rainbow Kitten Surprise,154000,0,33,Junkyard,spotify:track:1TDdYSYLIXMJ4EiKO6ZCYk
Bend,Bend,Chet Faker,206000,0,25,Junkyard,spotify:track:2NIuHPITzF2c1ajxa5SLku
Demons,In Tongues,Joji,176000,0,47,Junkyard,spotify:track:77UXyXy6qie0sOtLdEIH4A
Californication,Greatest Hits,Red Hot Chili Peppers,329000,0,19,Junkyard,spotify:track:48UPSzbZjgc449aqz8bxox
Suffering,Lost In The Dream,The War on Drugs,362000,0,9,Junkyard,spotify:track:0GBcfTDD4OjGTGeVVgFl8v
Alive,Ice On The Dune,Empire Of The Sun,204000,0,19,Junkyard,spotify:track:5WBnKCEsPwsvWHUZmLjS3s
On Hold,I See You,The xx,224000,0,18,Junkyard,spotify:track:5CPqOpKSk0QcJ3dGdaWcRB
Love Lost,Conditions,The Temper Trap,212000,0,45,Junkyard,spotify:track:5y1iInKBJiE9Qfi4eKOal9
Cold War ,Cold War (Stripped),Cautious Clay,231000,0,24,Junkyard,spotify:track:6DwiGVCgXGREeCyJZtX7S1
Pork Soda,How To Be A Human Being,Glass Animals,253000,0,51,Junkyard,spotify:track:5C5gvDZsl6d8bh89URfKHr
Holy War,Holy War,Rainbow Kitten Surprise,174000,0,32,Junkyard,spotify:track:1zkkvSLk5Nh4uoyKWwuie9
Wish I Knew You,Men Amongst Mountains,The Revivalists,274000,0,27,Junkyard,spotify:track:2EWpa5XnAuSn0sIkSSIhYk
Notion,Notion - EP,Tash Sultana,341000,0,8,Junkyard,spotify:track:1HTqgP13dorct3BltLaB0l
Fever,Turn Blue,The Black Keys,246000,0,10,Junkyard,spotify:track:3Hx7RXqCS7Kzjy2ot2q1Gk
Somebody Else,"I like it when you sleep, for you are so beautiful yet so unaware of it",The 1975,347000,0,10,Junkyard,spotify:track:5hc71nKsUgtwQ3z52KEKQk
Rawnald Gregory Erickson the Second,STRFKR,STRFKR,173000,0,18,Junkyard,spotify:track:4j4pPKE3xAblPIbhxScC1j
Will He,Will He,Joji,202000,0,25,Junkyard,spotify:track:7wvwXi9Z66dcH5t202vVkN
Season 2 Episode 3,How To Be A Human Being,Glass Animals,243000,0,54,Junkyard,spotify:track:4vcoNCrTtunmJ9q8srpVly
NO FUN,BALLADS 1,Joji,168000,0,9,Junkyard,spotify:track:4sbtM9ORGwmxGkXfctXbJq
The Dreamer ,Malibu,Anderson .Paak,339000,0,10,Junkyard,spotify:track:2sNhYJ2ggd9BadlTXU3Mah
Parking Lot,Malibu,Anderson .Paak,234000,0,44,Junkyard,spotify:track:5zyySSTcBpXQ8gSbuONRH7
Something Good,An Awesome Wave,Alt-J,217000,0,29,Junkyard,spotify:track:3xqxETvPg43KWP0HOGiOmu
Devil Like Me,Seven + Mary,Rainbow Kitten Surprise,188000,0,144,Junkyard,spotify:track:0HsGh7cboYz6cVMIyFrQ8j
Rosie,The Search for Everything,John Mayer,240000,0,34,Junkyard,spotify:track:5KsLlcmWDoHUoJFzRw14wD
Friends ,Friends (feat. Bon Iver),Francis and the Lights,188000,0,32,Junkyard,spotify:track:0ZpBPavoID3eDbaXKSWpAD
Rollinem 7's,NO ONE EVER REALLY DIES,N.E.R.D,309000,0,15,Junkyard,spotify:track:5hIg7J1i50XLG7bPKQM6O5
Do You Remember ,High,Jarryd James,235000,0,15,Junkyard,spotify:track:1F2VIrr9oh7MwkI3NyLtHJ
Delilah,Moon By Island Gardens,Aeris Roves,187000,0,5,Junkyard,spotify:track:2MOsa4NltIx6KhJPaDhWAl
Love And Feeling,Thinking In Textures,Chet Faker,250000,0,1,Junkyard,spotify:track:0Dg1RcUS88uvvnldv80kOx
Will He ,In Tongues (Deluxe),Joji,222000,0,19,Junkyard,spotify:track:7wvwXi9Z66dcH5t202vVkN
Messy Love,Mura Masa,Mura Masa,225000,0,32,Junkyard,spotify:track:5cRCEOCVmqUBRYW8XyFk0d
Comin' Home,Sometimes,City and Colour,305000,0,17,Junkyard,spotify:track:0SwUDplbBp66rM5sMC0eD7
Sign of the Times,Sign of the Times,Harry Styles,340000,0,8,Junkyard,spotify:track:5Ohxk2dO5COHF1krpoPigN
Genghis Khan,iii,Miike Snow,212000,0,18,Junkyard,spotify:track:6MDijuuArPJv1vbp7K1x3f
Shake It Out,Ceremonials,Florence + The Machine,277000,0,16,Junkyard,spotify:track:4lY95OMGb9WxP6IYut64ir
Am I Wrong ,Malibu,Anderson .Paak,253000,0,61,Junkyard,spotify:track:1UjyF6okUHhnVxaLV8ojsA
Fuck U ,Live North Hollywood,JMSN,500000,0,34,Junkyard,spotify:track:6LBvH69xMQgdElvJqsRwx3
Half Mast,Walking On A Dream (Special Edition),Empire Of The Sun,234000,0,22,Junkyard,spotify:track:2o8pFe93xgZaQ4Hw7mSX9t
Unsteady,VHS 2.0,X Ambassadors,193000,0,49,Junkyard,spotify:track:7lGKEWMXVWWTt3X71Bv44I
Terms And Conditions,Thinking In Textures,Chet Faker,222000,0,28,Junkyard,spotify:track:7yNtjvRJLCiDUwxPCfNxF5
Every Other Freckle,This Is All Yours,Alt-J,216000,0,18,Junkyard,spotify:track:6BVBkKpZK09NmifUMZqj1z
Animals,Coast Modern,Coast Modern,214000,0,9,Junkyard,spotify:track:4rU9uDTzu00TrDStSxeFBm
Closer to Love,City of Black &amp; White,Mat Kearney,217000,0,10,Junkyard,spotify:track:09b5vch8cDyMN8vYA2lEwk
Let It Happen,Currents,Tame Impala,467000,0,25,Junkyard,spotify:track:2X485T9Z5Ly0xyaghN73ed
Come a Little Closer,Melophobia,Cage The Elephant,229000,0,27,Junkyard,spotify:track:4sebUbjqbcgDSwG6PbSGI0
Stardust ,Northern Lights,Zeds Dead,258000,0,18,Junkyard,spotify:track:6DxT6qWd8P7ZOP5p4urTfv
Deadcrush,RELAXER,alt-J,231000,0,107,Junkyard,spotify:track:7gn0MfkV4ZuMkqbPlmhIlx
What You Do to Me,DARKNESS AND LIGHT,John Legend,201000,0,10,Junkyard,spotify:track:2cY8x0jQ1wWEipUCouclsD
Walking On A Dream,Walking On A Dream (Special Edition),Empire Of The Sun,198000,0,28,Junkyard,spotify:track:5r5cp9IpziiIsR6b93vcnQ
Strobe Light,Season High,Little Dragon,223000,0,7,Junkyard,spotify:track:1YpDK7tjwVeb1Av5Q7eLV2
Casio,For Ever,Jungle,234000,0,12,Junkyard,spotify:track:33wUd3GgaRf2rux2aJ71yb
I Took A Pill In Ibiza,"At Night, Alone.",Mike Posner,280000,0,9,Junkyard,spotify:track:1MtUq6Wp1eQ8PC6BbPCj8P
Delilah,"How Big, How Blue, How Beautiful (Deluxe)",Florence + The Machine,293000,0,27,Junkyard,spotify:track:0fgSfUAnuJzzB8l8MdgRZg
The Season | Carry Me,Malibu,Anderson .Paak,324000,0,37,Junkyard,spotify:track:5G0nSEIT0fGUZY0caM9AnH
Crazy,Crazy,James TW,178000,0,13,Junkyard,spotify:track:0JgB0NdrElhWwqpeJn9m44
YOSEMITE,ASTROWORLD,Travis Scott,150000,0,11,Now 3,spotify:track:7lAK3oHbfEnvUQWosrMMpR
Vertigo,Suncity,Khalid,270000,0,44,Now 3,spotify:track:7stcuQtnHL7C6XdPvpwywv
Tity and Dolla ,The Sun&#39;s Tirade,Isaiah Rashad,298000,0,17,Now 3,spotify:track:2NoKRHt8LVpnQMVl3TPwvu
I Might Need Security,I Might Need Security,Chance the Rapper,240000,0,27,Now 3,spotify:track:3EApebexZ7YqDIqw2EMTDh
10AM/Save The World ,NOT ALL HEROES WEAR CAPES,Metro Boomin,226000,0,33,Now 3,spotify:track:00KjOnN3U40e3lXFUOue7h
CAROUSEL,ASTROWORLD,Travis Scott,180000,0,24,Now 3,spotify:track:7KZ5MMVgBVox9ycroB2UrI
"Black Tux, White Collar",TESTING,A$AP Rocky,163000,0,12,Now 3,spotify:track:0ssVSd3juASNuehS9LWMFW
Purity ,TESTING,A$AP Rocky,262000,0,21,Now 3,spotify:track:2MF4HtZHBoUliOi9nOAbS0
I Love It,I Love It,Kanye West,127000,0,37,Now 3,spotify:track:4S8d14HvHb70ImctNgVzQQ
NICE,EVERYTHING IS LOVE,THE CARTERS,233000,0,16,Now 3,spotify:track:44lusH2vzc4sRAwsooRhPh
Ultimatum ,Ultimatum,Disclosure,328000,0,19,Now 3,spotify:track:0slkzFvyBWcwnjEEDtYE5E
Underwear,The Never Story,JID,214000,0,30,Now 3,spotify:track:7hnXGKHrBw24S9Ptry3cd4
Dedicate,Tha Carter V,Lil Wayne,189000,0,10,Now 3,spotify:track:0Y7di9ZCmB6Elad5WISaPc
Bedtime Stories  ,SR3MM,Rae Sremmurd,292000,0,136,Now 3,spotify:track:6nI74KsH94IN0J2vp5shdT
Occupied,Amen,Rich Brian,161000,0,23,Now 3,spotify:track:7tCtApWNvLIIlplk3NieWx
Changes,TESTING,A$AP Rocky,314000,0,19,Now 3,spotify:track:1dzwFgBlZNxt28aQOinNGn
8701 ,The Never Story,JID,111000,0,42,Now 3,spotify:track:0gmYtRyuvRKpd6cCApSDTh
FUN!,FM!,Vince Staples,171000,0,14,Now 3,spotify:track:41uX0L4bro4KfKtDIIEFFe
Something Foreign,November,SiR,152000,0,25,Now 3,spotify:track:51HuSQ3lAnMuZiPu9YBJqN
Trippy ,Oxnard,Anderson .Paak,323000,0,14,Now 3,spotify:track:2lRe5wBRm4xaSKTbDn2vLD
GOLD,SATURATION,BROCKHAMPTON,266000,0,8,Now 3,spotify:track:7HRv1sYuwgoea1m0JRvChV
1999 WILDFIRE,1999 WILDFIRE,BROCKHAMPTON,251000,0,87,Now 3,spotify:track:1t4pPnbkOjzoA5RvsDjvUU
CHINGY,ONEPOINTFIVE,Aminé,122000,0,11,Now 3,spotify:track:5KpUzmHFirESqWjCrXnmWS
Pray Everyday ,At What Cost,GoldLink,227000,0,10,Now 3,spotify:track:0nNY7kR1TjRcZYAMi08rCy
Tints ,Tints (feat. Kendrick Lamar),Anderson .Paak,268000,0,12,Now 3,spotify:track:7c3SbTuufigBWURcICnAWy
Wraith ,DIME TRAP,T.I.,274000,0,10,Now 3,spotify:track:4evLCSpSBy3yRUEPbBN8ux
Left To Right,Oxnard,Anderson .Paak,235000,0,12,Now 3,spotify:track:5sEKWiSjsWKsmV9IOvYKhD
JAPAN,JAPAN,Famous Dex,144000,0,50,Now 3,spotify:track:5PTG6rrL6EPFD9E2QMI2pl
Dunno,Swimming,Mac Miller,237000,0,79,Now 3,spotify:track:3YnwIp2b99p3e5dsFTXIIx
wonderful,Birds In The Trap Sing McKnight,Travis Scott,216000,0,5,Now 3,spotify:track:1cZlBZwnwGPtYeRIeQcoFh
Attention ,Amen,Rich Brian,170000,0,40,Now 3,spotify:track:16wWFYS9S4hKBk2Ofj3Ss6
I Get the Bag ,Mr. Davis,Gucci Mane,233000,0,12,Now 3,spotify:track:1XRgIKC5TPwo7nWGyKqgG0
Hun43rd,TESTING,A$AP Rocky,242000,0,26,Now 3,spotify:track:1r33iukEx0COYuBzyXPmPP
STARGAZING,ASTROWORLD,Travis Scott,270000,0,16,Now 3,spotify:track:7wBJfHzpfI3032CSD7CE2m
Small Worlds,Swimming,Mac Miller,271000,0,109,Now 3,spotify:track:4gT3mNJA8lnlkYFqGZ8IA2
Vacation,The Last Rocket,Takeoff,169000,0,11,Now 3,spotify:track:7yF0ULfXKAxBL04iMSHUxs
This Is America,This Is America,Childish Gambino,225000,0,59,Now 3,spotify:track:0b9oOr2ZgvyQu88wzixux9
OKRA,OKRA,"Tyler, The Creator",151000,0,21,Now 3,spotify:track:74ZovzRxHBvCq5yIwe8boh
Lemon ,Lemon (Drake Remix),N.E.R.D,226000,0,30,Now 3,spotify:track:4PpuH4mxL0rD35mOWaLoKS
Herside Story,At What Cost,GoldLink,183000,0,16,Now 3,spotify:track:564oa00vY05d1uYnTEAAmE
Paramedic!,Black Panther The Album Music From And Inspired By,SOB x RBE,219000,0,31,Now 3,spotify:track:2tPcTFiQF9MbVUyjZ3zDhA
Get Up 10,Invasion of Privacy,Cardi B,231000,0,9,Now 3,spotify:track:7p2ewixAShLpjDZrnzZK7c
Twin Peugots ,Blue Chips 1 &amp; 2,Action Bronson,198000,0,10,Now 3,spotify:track:1odjqYfPd47IEHLbefvXjk
THUG LIFE,iridescence,BROCKHAMPTON,123000,0,18,Now 3,spotify:track:2c09gumRCmu3qmbcqdQbUN
Bigger Than You ,Bigger Than You,2 Chainz,225000,0,9,Now 3,spotify:track:5S1IUPueD0xE0vj4zU3nSf
Wala Cam ,Wala Cam,Chance the Rapper,216000,0,10,Now 3,spotify:track:2cEnYJKLSZPH7MFSk6C05c
Spar ,Spar,Dreezy,231000,0,15,Now 3,spotify:track:24lORMRGMv9sXpZJdN1PVm
ZEZE ,ZEZE (feat. Travis Scott &amp; Offset),Kodak Black,228000,0,13,Now 3,spotify:track:0FZ4Dmg8jJJAPJnvBIzD9z
Best Life ,Invasion of Privacy,Cardi B,284000,0,18,Now 3,spotify:track:00B7TZ0Xawar6NZ00JFomN
Summertime Magic,Summer Pack,Childish Gambino,213000,0,31,Now 3,spotify:track:4j3GWI86JvSaF0BLdmgcfF
See Me,Amen,Rich Brian,212000,0,50,Now 3,spotify:track:17I8HJ0rI760NXwve92rpO
My Boy  [Freestyle],Free Lunch,Wale,269000,0,12,Now 3,spotify:track:11QvWp3CsEPd0YLE6xKGyx
A$AP Forever REMIX ,TESTING,A$AP Rocky,315000,0,44,Now 3,spotify:track:3oHkMCVJyOcjg5FhfLc2Rq
M.O.M ,Bears Like This Too Much,Spillage Village,203000,0,18,Now 3,spotify:track:1WdvlNe4W8fKgBKb07UXKY
1997 DIANA,1997 DIANA,BROCKHAMPTON,135000,0,66,Now 3,spotify:track:55jQMevNp7aWtiW5LPlPoa
Gunz N Butter ,TESTING,A$AP Rocky,213000,0,24,Now 3,spotify:track:5N521RK66Z1FP0Oz6B4OlT
Redemption,Black Panther The Album Music From And Inspired By,Zacari,222000,0,10,Now 3,spotify:track:76iVOVsliCHlWqKuDnCfhE
SICKO MODE,ASTROWORLD,Travis Scott,312000,0,35,Now 3,spotify:track:2xLMifQCjDGFmkHkpNLD9h
SAN MARCOS,iridescence,BROCKHAMPTON,286000,0,15,Now 3,spotify:track:1Bn8jBSmtSQdvAFXU3ok1w
The White Shoes,The Album About Nothing,Wale,270000,0,41,Now 3,spotify:track:0cA2d2Il6tPth6W1gnHFnj
History,Head In The Clouds,88rising,207000,0,7,Now 3,spotify:track:4TwVtW8hS5LyLoDtJGpUOg
Space Cadet ,NOT ALL HEROES WEAR CAPES,Metro Boomin,203000,0,39,Now 3,spotify:track:1fewSx2d5KIZ04wsooEBOz
Death Row ,Freddie,Freddie Gibbs,142000,0,22,Now 3,spotify:track:3YZ5NiutSg7KraH87r4fgm
Perplexing Pegasus ,SR3MM,Rae Sremmurd,204000,0,19,Now 3,spotify:track:1ung2kajpw24AaHjBtPY3j
The Girls On Drugs,The Album About Nothing,Wale,249000,0,38,Now 3,spotify:track:09GCuO9yQH5R1E8HYknrV8
Wat's Wrong ,The Sun&#39;s Tirade,Isaiah Rashad,330000,0,19,Now 3,spotify:track:2RPbEp0DyBVlkRvvYKopO7
Buttons,Buttons,Mac Miller,228000,0,12,Now 3,spotify:track:0ZBchpb4CLk5Qqu3895Etp
Ladders,Swimming,Mac Miller,287000,0,81,Now 3,spotify:track:39NDBdU5Xkm5pCFGa5kZtI
Aquafina,Aquafina,WHATUPRG,207000,0,21,Now 3,spotify:track:1jBUeeZjejklXRbnFEUM83
Come Back to Earth,Swimming,Mac Miller,161000,0,224,Now 3,spotify:track:01z2fBGB8Hl3Jd3zXe4IXR
Look Alive ,Look Alive (feat. Drake),BlocBoy JB,181000,0,28,Now 3,spotify:track:4qKcDkK6siZ7Jp1Jb4m0aL
Weight,Freddie,Freddie Gibbs,168000,0,41,Now 3,spotify:track:21QNvLDoeQS1G4FxRvZNBL
Swangin',Swangin&#39;,blackwave.,181000,0,15,Now 3,spotify:track:5hqQwloNLjoiMxf1cOJLOV
Set Set,Freddie,Freddie Gibbs,148000,0,16,Now 3,spotify:track:05LT9FR5VHMbrA8bovzOGT
Cheers ,Oxnard,Anderson .Paak,334000,0,8,Now 3,spotify:track:4qNijbGeHqlcFWrGrATFOX
Motiv8,KOD,J. Cole,133000,0,23,Now 3,spotify:track:1AT4xjNarTswd0UZ5FlmKF
The Body ,The Album About Nothing,Wale,232000,0,17,Now 3,spotify:track:1cOi4OoRlpOznxiRa8FfHf
EdEddnEddy,The Never Story,JID,140000,0,37,Now 3,spotify:track:4vmqU3xlzuhxtaeXrtAX1F
Brotha Man ,TESTING,A$AP Rocky,216000,0,20,Now 3,spotify:track:6MmtDonkpvSoRx9ACwrGDu
Yes Indeed,Harder Than Ever,Lil Baby,142000,0,13,Now 3,spotify:track:6vN77lE9LK6HP2DewaN6HZ
TOGETHER,ONEPOINTFIVE,Aminé,214000,0,10,Now 3,spotify:track:45WkcBtgPS8xulUwEg63X1
Don’t Matter To Me,Scorpion,Drake,245000,0,0,Now 3,spotify:track:6G8kHiVZ1jW7vHMPVRNZU0
Normal,Kamikaze,Eminem,222000,0,27,Now 3,spotify:track:0evt4UZbdhnHtcAnxkm6A1
Not Alike ,Kamikaze,Eminem,288000,0,27,Now 3,spotify:track:28FGV3ORH14MYORd7s5dlU
Aquarium,Watching Movies with the Sound Off (Deluxe Edition),Mac Miller,278000,0,21,Now 3,spotify:track:1wpin6CIQlmEUuZvALQSVw
Cudi Montage,KIDS SEE GHOSTS,KIDS SEE GHOSTS,197000,0,8,Now 3,spotify:track:4kUZvXB3LC3an3HX6h0s17
Money,Money,Cardi B,183000,0,2,Now 3,spotify:track:2GGMabyHXnJmjY6CXhhB2e
Potato Salad,Potato Salad,"Tyler, The Creator",182000,0,57,Now 3,spotify:track:1jzIJcHCXneHw7ojC6LXiF
BLACKJACK,ONEPOINTFIVE,Aminé,117000,0,18,Now 3,spotify:track:6U9OkV9oa8kN8LyBGf3wvJ
SKELETONS,ASTROWORLD,Travis Scott,145000,0,10,Now 3,spotify:track:6NMtzpDQBTOfJwMzgMX0zl
KOD,KOD,J. Cole,191000,0,27,Now 3,spotify:track:7yotKA30dwTKNEGomV9ZsI
No Brainer ,No Brainer,DJ Khaled,260000,0,20,Now 3,spotify:track:5WvAo7DNuPRmk4APhdPzi8
Numbers ,IMMIGRANT,Belly,171000,0,10,Now 3,spotify:track:7y4UozZ5dKDywphdqlRPR8
In The Morning ,"In the Morning (feat. Stephen, Caleborate)",Pell,206000,0,14,Now 3,spotify:track:4K1J4jNVi02rBWxTtTa4U1
Introvert ,Amen,Rich Brian,222000,0,70,Now 3,spotify:track:3qbqWUDl9j09PeBaQ6CZgr
WAKE UP,ASTROWORLD,Travis Scott,231000,0,16,Now 3,spotify:track:20MuVazoNMv6xjKPnRFOxG
Rounds ,Bears Like This Too Much,Spillage Village,195000,0,12,Now 3,spotify:track:3K0OGnnlH4XeT9oYHUg7cI
Saturday Nights,Suncity,Khalid,209000,0,29,Now 3,spotify:track:5kfNriitmkNE8mUbZ7gbq8
COFFEE BEAN,ASTROWORLD,Travis Scott,209000,0,7,Now 3,spotify:track:6vnfObZ4Ys70SBAtti1xZ9
Climax ,On The Rvn,Young Thug,189000,0,11,Now 3,spotify:track:4N9QsmvQJcGwJHAmDmBttU
At Least I Know ,DIME TRAP,T.I.,323000,0,18,Now 3,spotify:track:5JthbO0b6J6zsuBM9CcXpd
Major Love,Major Love,Bipolar Sunshine,141000,0,7,Now 3,spotify:track:4fwBJ1pEqgOggOCPVgWlTb
Programs,Programs,Mac Miller,190000,0,12,Now 3,spotify:track:1883mCuSqnfnrWoq8i3myH
Wings,Swimming,Mac Miller,250000,0,190,Now 3,spotify:track:16umSNZfofRpDqTvf8DIAo
10 Freaky Girls ,NOT ALL HEROES WEAR CAPES,Metro Boomin,208000,0,57,Now 3,spotify:track:0AluA5RNsa4Cx6XRhf2hWZ
Start This Shit Off Right ,Tha Carter V,Lil Wayne,280000,0,6,Now 3,spotify:track:6wqWfSOZvTK18SAczoYm1L
Fall,Kamikaze,Eminem,262000,0,13,Now 3,spotify:track:58QhkbaAkLFnn7JwAnAato
Barbie Dreams,Queen,Nicki Minaj,279000,0,5,Now 3,spotify:track:6Poyf51k7W3NKnsGwAI90B
Free Lunch,The Sun&#39;s Tirade,Isaiah Rashad,192000,0,23,Now 3,spotify:track:5FX89IUKm9QJT9ymrmyK4k
Bad Company ,Bad Company,A$AP Rocky,183000,0,27,Now 3,spotify:track:3ZYwSDF9knZI0RVlKR4PHC
The Ringer,Kamikaze,Eminem,337000,0,43,Now 3,spotify:track:2jt2WxXMCD4zjACthkJQVE
BOSS,EVERYTHING IS LOVE,THE CARTERS,244000,0,38,Now 3,spotify:track:4F8V44j8cbjHnXjfW2HruU
OG Beeper,TESTING,A$AP Rocky,155000,0,32,Now 3,spotify:track:5TX0mfUkpGlU6j2xa00ERx
Reborn,KIDS SEE GHOSTS,KIDS SEE GHOSTS,324000,0,23,Now 3,spotify:track:4RVbK6cV0VqWdpCDcx3hiT
Work Out,Work Out,Chance the Rapper,243000,0,12,Now 3,spotify:track:3PdgIdRXJjgxfOr7slldel
BERLIN,iridescence,BROCKHAMPTON,199000,0,19,Now 3,spotify:track:7GxBuIJugWanLsYj0mDrFX
The Cut Off ,KOD,J. Cole,237000,0,19,Now 3,spotify:track:3rFF7kSm5qBOOPs6ljFgPp
ASTROTHUNDER,ASTROWORLD,Travis Scott,143000,0,3,Now 3,spotify:track:4MXhiYIRDMGAuvZc5IFTwC
Dust ,IMMIGRANT,Belly,160000,0,4,Now 3,spotify:track:1Xw8uB5foMtXkKzyhx8lWq
Borrowed Love ,NOT ALL HEROES WEAR CAPES,Metro Boomin,230000,0,37,Now 3,spotify:track:0NA5xAtDra50d0Lfs2uvoh
Mona Lisa ,Tha Carter V,Lil Wayne,324000,0,11,Now 3,spotify:track:0dbTQYW3Ad1FTzIA9t90E8
Last Memory,The Last Rocket,Takeoff,162000,0,6,Now 3,spotify:track:1fvCggAYrW0VtCljtqv4h2
Yikes,ye,Kanye West,188000,0,1,Now 3,spotify:track:1qsHYUd2c1wFGcn7e63QmG
4r Da Squaw,The Sun&#39;s Tirade,Isaiah Rashad,232000,0,30,Now 3,spotify:track:71lyUtIPCMAYjTwwwxy2jW
Little Prince ,Amen,Rich Brian,172000,0,50,Now 3,spotify:track:3jKJnHixssQxdCShjpirKQ
Tribe,Milky Way,Bas,238000,0,22,Now 3,spotify:track:0YAQnYt2oB8OdoaeqnHyTI
Electric ,The Color Of You,Alina Baraz,246000,0,158,Now 3,spotify:track:2mj7x99sNUsVHPBRK51zlG
Tell Me ,Fireside,THEY.,174000,0,7,Now 3,spotify:track:4wMBHhPp9eHO0xJ1mmAFmb
Crew ,At What Cost,GoldLink,176000,0,15,Now 3,spotify:track:15EPc80XuFrb2LmOzGjuRg
Somebody,The Never Story,JID,215000,0,16,Now 3,spotify:track:3eKVubySb5Se7k2evSoT32
Drug Addicts,Drug Addicts,Lil Pump,175000,0,34,Now 3,spotify:track:6tpHfEM8eaETzlPOARYWfZ
NEW ORLEANS,iridescence,BROCKHAMPTON,243000,0,22,Now 3,spotify:track:5kkxyqYSQrnHpfsmkjKi81
Kevin’s Heart,KOD,J. Cole,200000,0,22,Now 3,spotify:track:6tZ3b7ik1QDXFAZlXib0YZ
Flight,Amen,Rich Brian,177000,0,44,Now 3,spotify:track:2vyEkiHFDjWW19k0h3uvFv
Broad Shoulders ,Broad Shoulders,Taylor Bennett,227000,0,6,Now 3,spotify:track:6m3ZXs465Rt4Tc1iiLktXL
Self Conscience,The interlude,A$AP Ant,191000,0,10,Now 3,spotify:track:3HHQEoyDcaRbFgDDzVXO7V
FLIP THE SWITCH ,QUAVO HUNCHO,Quavo,156000,0,9,Now 3,spotify:track:1rlIrbWboTRGeKfHhgbJRZ
WEIGHT,iridescence,BROCKHAMPTON,260000,0,21,Now 3,spotify:track:6tGwDY47NZVeQ5X83HDK6u
ATM,KOD,J. Cole,216000,0,21,Now 3,spotify:track:2UciqgwVDwro0fev3MFbxJ
What's the Use?,Swimming,Mac Miller,288000,0,85,Now 3,spotify:track:2dgrYdgguVZKeCsrVb9XEs
