Title,Album,Artist,Duration (ms),Rating,Play Count,Playlist,spotify_id
Just a Friend,Just A Friend - EP,Biz Markie,238000,0,6,Old ✌️,spotify:track:3yNVfRQlUPViUh8O2V9SQn
Love,Aijuswanaseing,Musiq Soulchild,304000,0,91,Old ✌️,spotify:track:6uSa5iCMwPr10Ftpz8w09b
Love Like This ,Pocketful Of Sunshine,Natasha Bedingfield,222000,0,1,Old ✌️,spotify:track:49ppqF73rOz5Nyt1paRxIF
You Make Me Wanna...,My Way,Usher,219000,0,27,Old ✌️,spotify:track:47TqCCnEliDp8NRDyIQoQq
Miss Independent,Year Of The Gentleman,Ne-Yo,232000,0,35,Old ✌️,spotify:track:34ceTg8ChN5HjrqiIYCn9Q
Burn,Confessions (Special Edition),Usher,231000,0,2,Old ✌️,spotify:track:7z3N2W7Xz1t2G2sAO8wFVH
Over And Over ,Suit,Nelly,253000,0,6,Old ✌️,spotify:track:2b8QQqf8Vwb7bfz22ja8Fk
We Belong Together,The Emancipation of Mimi,Mariah Carey,201000,0,53,Old ✌️,spotify:track:3LmvfNUQtglbTrydsdIqFU
So Into You,Tamia,Tamia,261000,0,38,Old ✌️,spotify:track:3c6afiysmB7OnxQzzSqRfD
If I Ain't Got You,The Diary Of Alicia Keys,Alicia Keys,228000,0,129,Old ✌️,spotify:track:3XVBdLihbNbxUwZosxcGuJ
Bump n' Grind,12 Play,R. Kelly,256000,0,7,Old ✌️,spotify:track:0DBIL8arX0Zo6eAuxNIpik
teachme,Luvanmusiq,Musiq Soulchild,260000,0,5,Old ✌️,spotify:track:0ODFPypnJLE6hKgahiuSzn
So Anxious,100% Ginuwine,Ginuwine,276000,0,10,Old ✌️,spotify:track:2zbjlcLi1VQWqDNYdhyx1l
Charlene,Comin&#39; From Where I&#39;m From,Anthony Hamilton,246000,0,2,Old ✌️,spotify:track:0xiuSFBOEHWaJ6rSuUbJWc
Slow Motion,Juve The Great,Juvenile,248000,0,32,Old ✌️,spotify:track:6ihObRBTB8xdSH2mlERtOX
U Don't Have to Call,8701,Usher,269000,0,141,Old ✌️,spotify:track:5PCJldueshnwqQVjS16543
Be Without You ,The Breakthrough (Bonus Track),Mary J. Blige,246000,0,12,Old ✌️,spotify:track:2YegxR5As7BeQuVp2U6pek
Dilemma ,Nellyville,Nelly,289000,0,10,Old ✌️,spotify:track:0ARK753YaiJbpLUk7z5yIM
Mesmerize  ,The Last Temptation,Ja Rule,278000,0,8,Old ✌️,spotify:track:2iclfHORMqpR3TxuhwVRhD
Doo Wop  ,"R&amp;B - 100 Hits - The Greatest R n B album - 100 R &amp; B Classics featuring Usher, Pitbull and Justin Timberlake",Lauryn Hill,240000,0,20,Old ✌️,spotify:track:0uEp9E98JB5awlA084uaIg
Differences,The Life,Ginuwine,265000,0,41,Old ✌️,spotify:track:0Uyh92tLyb9JawG8lmWCzJ
7 Days,Born to Do It,Craig David,235000,0,18,Old ✌️,spotify:track:0gPQTLaqHDgdupKEok7J2x
Sexy Love,In My Own Words,Ne-Yo,220000,0,13,Old ✌️,spotify:track:10aWGOqSDBqvNzJ9NeKDbK
Fallin',Songs In A Minor (10th Anniversary Edition),Alicia Keys,210000,0,5,Old ✌️,spotify:track:3unsLiH5FXmaDWtT5Imolu
Mad,Year Of The Gentleman,Ne-Yo,254000,0,23,Old ✌️,spotify:track:6Hn9Uc1mMNfqChXU3txNke
Closer,Year Of The Gentleman,Ne-Yo,234000,0,11,Old ✌️,spotify:track:2XbfY2O2v3xwedUJ0J2kkr
Pony,Ginuwine... The Bachelor,Ginuwine,324000,0,11,Old ✌️,spotify:track:6mz1fBdKATx6qP4oP1I65G
Just Friends ,Aijuswanaseing,Musiq Soulchild,251000,0,330,Old ✌️,spotify:track:5jgEJXjECdlhzNgfITSTVm
Let Me Love You,Turning Point,Mario,249000,0,36,Old ✌️,spotify:track:3ibKnFDaa3GhpPGlOUj7ff
"Bust It Baby, Pt. 2 ",Definition Of Real,Plies,240000,0,29,Old ✌️,spotify:track:0exb0K7vsjf5bXWLJJhAuF
Confessions Part II,Confessions (Special Edition),Usher,211000,0,56,Old ✌️,spotify:track:7wBThXx7BGZHJJ3aN3OPvv
Bad Girl,Confessions (Special Edition),Usher,261000,0,70,Old ✌️,spotify:track:5rPzPAaOUceS8HiAculegz
All Falls Down ,The College Dropout,Kanye West,223000,0,38,Old ✌️,spotify:track:5SkRLpaGtvYPhw02vZhQQ9
Confessions,Confessions (Special Edition),Usher,260000,0,72,Old ✌️,spotify:track:7wBThXx7BGZHJJ3aN3OPvv
Fill Me In,Rewind - The Collection,Craig David,256000,0,31,Old ✌️,spotify:track:0UzsDmdpw0Q14KU4hieQss
Just a Friend 2002 ,Mario,Mario,214000,0,14,Old ✌️,spotify:track:2cxbxpHrND6i4uvUGVvC9J
U Remind Me,8701,Usher,266000,0,7,Old ✌️,spotify:track:2QsZVnbWVSjKMXK6K3uRBL
Officially Missing You,More,Tamia,242000,0,2,Old ✌️,spotify:track:4IFYR5smTnHYCLP82AiDrJ
21 Questions ,Get Rich or Die Tryin&#39;,50 Cent,224000,0,62,Old ✌️,spotify:track:41bIQPBE1lFN0mmw6Lmssz
Because Of You,Because Of You,Ne-Yo,266000,0,34,Old ✌️,spotify:track:6CFPFnS9EcLs2I0nWqtWci
My Boo,Confessions (Special Edition),Usher,223000,0,60,Old ✌️,spotify:track:68vgtRHr7iZHpzGpon6Jlo
So Sick,In My Own Words,Ne-Yo,207000,0,35,Old ✌️,spotify:track:6brl7bwOHmGFkNw3MBqssT
No Scrubs,Fanmail,TLC,214000,0,26,Old ✌️,spotify:track:1KGi9sZVMeszgZOWivFpxs
Just Got Paid,No Strings Attached,*NSYNC,248000,0,3,Millennium,spotify:track:1eV2FGbbyxCJ6xaLqBRiFW
Take Me Out,Franz Ferdinand,Franz Ferdinand,237000,0,24,Millennium,spotify:track:6ooluO7DiEhI1zmK94nRCM
Better Days ,Mobile Estates,Citizen King,207000,0,6,Millennium,spotify:track:460Wn6Dq2uMviG5nPXtPnb
Sex On Fire,Only By The Night,Kings Of Leon,203000,0,27,Millennium,spotify:track:0ntQJM78wzOLVeCUAW7Y45
Harder To Breathe,Songs About Jane,Maroon 5,173000,0,2,Millennium,spotify:track:4V9JDRqKjN8F2HWdlEDxvI
100 Years,The Battle For Everything,Five for Fighting,244000,0,2,Millennium,spotify:track:2lFlveK1y13WWp3vnQtrr3
This Love,Songs About Jane,Maroon 5,206000,0,4,Millennium,spotify:track:6ECp64rv50XVz93WvxXMGF
Use Somebody,Only By The Night,Kings Of Leon,230000,0,33,Millennium,spotify:track:5VGlqQANWDKJFl0MBG3sg2
Drops of Jupiter ,Drops Of Jupiter,Train,259000,0,2,Millennium,spotify:track:2hKdd3qO7cWr2Jo0Bcs0MA
Somebody Told Me,Hot Fuss,The Killers,197000,0,21,Millennium,spotify:track:7HGTkn2aX7MNdKs7nV2xBt
She Will Be Loved,Songs About Jane,Maroon 5,257000,0,12,Millennium,spotify:track:4llK75pXNWZz6KAho2Gp16
Tearin' up My Heart ,&#39;N Sync,*NSYNC,211000,0,2,Millennium,spotify:track:594M0rqYMOo8BhMGEdoi5C
Doses & Mimosas,MoM &amp; DaD,Cherub,323000,0,50,Millennium,spotify:track:44CZRkOxv7UItaAUmh8PgN
Shattered  ,XX,O.A.R.,251000,0,10,Millennium,spotify:track:0J3MfW6wwIBqC4zjp5AbQL
No Strings Attached,No Strings Attached,*NSYNC,228000,0,0,Millennium,spotify:track:6wOlzyu9hqu4Tjk0kPNv6e
Superman,Constellation Me,Joe Brooks,206000,0,1,Millennium,spotify:track:2AHZHeLTPuGILKyr4l8uTU
Pop,Celebrity,*NSYNC,238000,0,1,Millennium,spotify:track:0Jc8qF1mUPo1A96HE9QxZz
Space Cowboy  ,No Strings Attached,*NSYNC,262000,0,1,Millennium,spotify:track:0B7Hp8MXbiK8HoXqqYqTkW
Look After You,How To Save A Life,The Fray,266000,0,7,Millennium,spotify:track:5l6hpyTGBK0LAAxgPnqTQL
Bye Bye Bye,No Strings Attached,*NSYNC,200000,0,0,Millennium,spotify:track:62bOmKYxYg7dhrC6gH9vFn
Like I Love You,Justified,Justin Timberlake,283000,0,66,Millennium,spotify:track:6W2Ef5Ph6ILTUAedoQ3QIv
Sunday Morning,Songs About Jane,Maroon 5,244000,0,73,Millennium,spotify:track:5qII2n90lVdPDcgXEEVHNy
Digital Get Down,No Strings Attached,*NSYNC,263000,0,0,Millennium,spotify:track:0yX0Zw8ouA5lD7rbzWfowL
You Found Me,The Fray,The Fray,241000,0,13,Millennium,spotify:track:4IoYz8XqqdowINzfRrFnhi
Unwell,More Than You Think You Are,Matchbox Twenty,228000,0,24,Millennium,spotify:track:0PXWpNBYg52gABrn1qL1bD
It's Gonna Be Me,No Strings Attached,*NSYNC,192000,0,0,Millennium,spotify:track:2AW37v0bDyuOzGP3XnmFuA
Superman ,America Town,Five for Fighting,221000,0,2,Millennium,spotify:track:3TwtrR1yNLY1PMPsrGQpOp
Meet Virginia,Train,Train,239000,0,12,Millennium,spotify:track:4ocbH5ZJqajZIpUrqRUoue
I Want It That Way,Millennium,Backstreet Boys,213000,0,7,Millennium,spotify:track:47BBI51FKFwOMlIiX6m8ya
Rock Your Body,Justified,Justin Timberlake,267000,0,26,Millennium,spotify:track:1AWQoqb9bSvzTjaLralEkT
You Don't Have to Worry,Sleepwalk,BØJET,145000,0,33,⛄,spotify:track:20hrqC3fc148mvwGCDdIY0
Corner Love,I O U 1,Lido,271000,0,10,⛄,spotify:track:0orMu2R36f5NbAeSyvYiVf
Problems,Presence,"Petit Biscuit, Lido",219000,0,39,⛄,spotify:track:7wKzj1b8YKPuZELfVDz708
On Yr Side,How To Run Away,Slow Magic,191000,0,12,⛄,spotify:track:204uaTKWSu1Lj8iqRdeTWf
Luv  Pt. 3 ,Modal Soul,Nujabes,336000,0,20,⛄,spotify:track:4xlpJ99yL9xYQtzG6c3hwk
feelin' high,feelin&#39; high,BØJET,128000,0,23,⛄,spotify:track:49qTd8ge1Huf9l4dJBhH5P
High,The Color Of You,Alina Baraz,167000,0,53,⛄,spotify:track:37IFgb5CFQap5WiPx1owPS
Every High,Every High,Kyson,213000,0,6,⛄,spotify:track:0b8llsVuNdqBiXloRSKsVg
Phoenix,Blood,Rhye,274000,0,11,⛄,spotify:track:6pvaaT4yfmW6sEUBiSfmWD
I Feel Love,"Hip Dozer, Vol. 1",Mounika,203000,0,13,⛄,spotify:track:13RsBWKDLWSbJ8l90mRILw
Hunnybee,Sex &amp; Food,Unknown Mortal Orchestra,268000,0,8,⛄,spotify:track:3DPFmwFtV5ElQaTniLOdgk
Lullaby For A Cat,sleepless in __________,EPIK HIGH,131000,0,24,⛄,spotify:track:4uf6GYD0cShgYKvRiKDNYt
Tesseract,Voyager,Kim Jong Chill,141000,0,12,⛄,spotify:track:3qoTtUCfGELIhX2lUjtiAV
Four Walls and an Amplifier,Four Walls and an Amplifier,Brock Berrigan,133000,0,39,⛄,spotify:track:0XuWLpllnwmIBxdHLoRKm1
Starlight Lace,FOVERE,TOKiMONSTA,195000,0,6,⛄,spotify:track:20JsfA5XX2kZahnNuy5YFh
10 Years Ago,Ylang Ylang EP,FKJ,200000,0,19,⛄,spotify:track:6rAqeaETuTUj5l6kS79mGd
Youths,Triangle,Slow Magic,197000,0,10,⛄,spotify:track:3G1dAbgApP4NlwMKY1ZMnQ
Ylang Ylang,Ylang Ylang EP,FKJ,213000,0,15,⛄,spotify:track:6lAMnXLVCBPMXXWAK4lGSL
Cigarettes And Chocolate,Thinking In Textures,Chet Faker,316000,0,14,⛄,spotify:track:5oqGckxkpGDMAn3tcQxQuw
The Good Times,Four Walls and an Amplifier,Brock Berrigan,136000,0,30,⛄,spotify:track:78QpmBwaiYsCj3L599n6P3
Where's the Soul at?,Handprints,Handbook,172000,0,18,⛄,spotify:track:49pqnCM3frbVCJt2oOgPSq
leafy,Unmastered,Manatee Commune,216000,0,24,⛄,spotify:track:3qE7sHKs3YOrajbGK6wgJr
September 22nd,Four Walls and an Amplifier,Brock Berrigan,165000,0,32,⛄,spotify:track:5AN9utKqlXPSv4TXHSLpC3
petrichor,hiraeth ep,idealism,125000,0,12,⛄,spotify:track:2pLBOkq56UglZl1CI9MGEK
Waves,Waves,Mr. Probz,174000,0,67,⛄,spotify:track:5Sf3GyLEAzJXxZ5mbCPXTu
Twice,Little Dragon,Little Dragon,186000,0,15,⛄,spotify:track:49Su9fsYwmnnuJSyxj48kL
About You,Xxyyxx,XXYYXX,247000,0,36,⛄,spotify:track:4V89IXbcngfalUVUm21GNM
Feather ,Modal Soul,Nujabes,175000,0,19,⛄,spotify:track:2ej1A2Ze6P2EOW7KfIosZR
"Enjoy Right Now, Today",Flower Boy,"Tyler, The Creator",235000,0,26,⛄,spotify:track:3R1Vu4Ws7UitwDxDHTol0P
Dawn ,Dawn EP,filous,273000,0,30,⛄,spotify:track:6u34bB6XweoIFTtBOEvoZr
Lune,Lune Rouge,TOKiMONSTA,182000,0,6,⛄,spotify:track:0ePXzYPANS5m05ZjCECCX0
One Time,Sway,Marian Hill,217000,0,32,⛄,spotify:track:1Z4UKak2eNteHFZkwiYPNz
Girls,How To Run Away,Slow Magic,271000,0,13,⛄,spotify:track:0TaLEGNb6f3nL2VME9SxAR
Waited 4 U,How To Run Away,Slow Magic,236000,0,10,⛄,spotify:track:3ddxZzCKZpTObDygewlwXB
Sinful,Blood,Rhye,243000,0,10,⛄,spotify:track:3wbDA6hrNhmY3KhRbWgVDx
Gypsy,2017,Orca Vibes,107000,0,8,⛄,spotify:track:2FMnEALnICdghl3ikMSXue
Safe Dream ,Safe Dream (feat. Heather Janssen),Tep No,189000,0,34,⛄,spotify:track:0Ffg0etsfpaUNwv8t0bosp
whoa ,SKINS,XXXTENTACION,157000,0,9,⛄,spotify:track:7pdF27mSDuPWhppnHAmWHa
Island,Brush,Manatee Commune,246000,0,26,⛄,spotify:track:0zbPLAMoNFXqkyAWo9z7VT
Misty,Misty,Ninjoi.,180000,0,9,⛄,spotify:track:2AKIZBOOGBpyO6zxJPIgKQ
Something About You ,Something About You (The Remixes),Hayden James,343000,0,48,⛄,spotify:track:6vjWim6xU6tPjA42GxSp1U
Lung Control,Handprints,Handbook,161000,0,24,⛄,spotify:track:5a1X1SzjWutv6hkmJbcKNO
Virginia,Left Unsaid,Dpat,153000,0,8,⛄,spotify:track:73z8OEKGu5Mk8vnAP5SeuK
Manhattan,How To Run Away,Slow Magic,195000,0,17,⛄,spotify:track:0tLRB3DsR7nX5KlkYM994W
Strings of Light,Voyager,Kim Jong Chill,121000,0,8,⛄,spotify:track:6OPvIrZeBZC8USPJVEY9Ud
Alone,Xxyyxx,XXYYXX,233000,0,27,⛄,spotify:track:7gAvnRxzUCF61CK0vyHd5t
Reefs,Corals,Fujitsu,116000,0,11,⛄,spotify:track:4DtK5SKvPCYIArFKs6w2hs
Taste,Blood,Rhye,225000,0,23,⛄,spotify:track:6GbWNeR3P9MTCmSyPVHgb1
Station ,Station,Låpsley,194000,0,35,⛄,spotify:track:5Vsk37sNQA8OaAgzUFhMGH
Reflection Eternal,Modal Soul,Nujabes,257000,0,13,⛄,spotify:track:6eGMwVVABqVTe9bWRIm498
Talk to the Lord,Paper Moon,Jordyn Edmonds,147000,0,3,⛄,spotify:track:2sRuytsNXZVuX1LiE1io6T
You,You,Petit Biscuit,231000,0,29,⛄,spotify:track:4gRuC34ZpRcpVXxMXM1csQ
Fais rien ,Fabrique Club,Moi Je,227000,0,17,⛄,spotify:track:6nYJaQMAbU66vlZOWXy6Q4
falling asleep at 3:37am ,falling asleep at 3:37am (feat. Alex Szotak),idealism,134000,0,13,⛄,spotify:track:5JZz5uBaIxGlXfkgD6SqR5
Rough,Sticky Stuff,Jordyn Edmonds,185000,0,10,⛄,spotify:track:48IjadXWJkxwqFMOtjyG0c
Wish You Still Felt This Way,Candle Glow,Sophie Meiers,146000,0,8,⛄,spotify:track:7o2rJkodTb2l8VtDLaytv0
Lying Together,French Kiwi Juice,FKJ,268000,0,21,⛄,spotify:track:1WNOscEdUrRvDwHotfeAW5
Sunset Lover,Presence,Petit Biscuit,238000,0,46,⛄,spotify:track:0hNduWmlWmEmuwEFcYvRu1
Falling Short,Long Way Home,Låpsley,203000,0,50,⛄,spotify:track:6u9cWDkxbTXaqf4GZP5MHh
Stay Safe,Blood,Rhye,292000,0,12,⛄,spotify:track:2s4z1J7yMhMYtSLgRxzQwq
Blood Knows,Blood,Rhye,210000,0,15,⛄,spotify:track:5A3qVlLryOqCuAB1DXrn8t
Feel Your Weight,Blood,Rhye,189000,0,17,⛄,spotify:track:1hgX0ZmmP7IRRjUFCIBrnQ
P.Y.T. ,Thriller,Michael Jackson,239000,0,6,Funky Old People,spotify:track:5lA3pwMkBdd24StM90QrNR
Come Fly With Me,Nothing But The Best (Remastered),Frank Sinatra,193000,0,0,Funky Old People,spotify:track:4hHbeIIKO5Y5uLyIEbY9Gn
"Theme From New York, New York ",Nothing But The Best (Remastered),Frank Sinatra,204000,0,2,Funky Old People,spotify:track:4ODWgs1CVAZKDbryEodjiz
Just the Two of Us,Winelight,"Grover Washington, Jr.",443000,0,5,Funky Old People,spotify:track:1ko2lVN0vKGUl9zrU0qSlT
Jack & Diane,The Best That I Could Do 1978-1988,John Mellencamp,254000,0,0,Funky Old People,spotify:track:43btz2xjMKpcmjkuRsvxyg
Days Like This,Days Like This,Van Morrison,197000,0,2,Funky Old People,spotify:track:3xINh6YqkLfucEtjoa4x7D
Bennie And The Jets ,Diamonds (Deluxe),Elton John,323000,0,27,Funky Old People,spotify:track:5Wj1rJnCLpMHdLaxsFtJLs
Rock with You ,Off the Wall,Michael Jackson,220000,0,7,Funky Old People,spotify:track:7oOOI85fVQvVnK5ynNMdW7
Escape ,Partners In Crime,Rupert Holmes,276000,0,3,Funky Old People,spotify:track:5IMtdHjJ1OtkxbGe4zfUxQ
Dancing in the Moonlight,Dancing in the Moonlight,King Harvest,181000,0,8,Funky Old People,spotify:track:0q21FNwES2bbtcduB6kjEU
All Night Long ,Back To Front,Lionel Richie,260000,0,20,Funky Old People,spotify:track:2Wb9ejnmy27DUTUe9YF5Ew
Movin' Out ,The Stranger,Billy Joel,210000,0,29,Funky Old People,spotify:track:16GUMo6u3D2qo9a19AkYct
The Joker,The Joker,Steve Miller Band,264000,0,0,Funky Old People,spotify:track:1bp2IO61zbQrbWNmKKxg3f
Come Together ,Abbey Road (Remastered),The Beatles,259000,0,15,Funky Old People,spotify:track:2EqlS6tkEnglzr7tkKAAYD
Dancing in the Moonlight ,A Walk To Remember Music From The Motion Picture,Toploader,232000,0,50,Funky Old People,spotify:track:3Fzlg5r1IjhLk2qRw667od
Vienna,The Stranger,Billy Joel,214000,0,40,Funky Old People,spotify:track:4U45aEWtQhrm8A5mxPaFZ7
Easy,Back To Front,Commodores,257000,0,5,Funky Old People,spotify:track:1JQ6Xm1JrvHfvAqhl5pwaA
Drift Away ,Super Box Of Rock - Vol. 3,Dobie Gray,233000,0,14,Funky Old People,spotify:track:11YWR8tzDTR2P4KZ3lAySj
Piano Man,Piano Man (Legacy Edition),Billy Joel,339000,0,13,Funky Old People,spotify:track:70C4NyhjD5OZUMzvWZ3njJ
Smooth Criminal ,Bad,Michael Jackson,257000,0,4,Funky Old People,spotify:track:2bCQHF9gdG5BNDVuEIEnNk
Life's Been Good,"But Seriously, Folks...",Joe Walsh,536000,0,21,Funky Old People,spotify:track:2wvMC5EyaaYQwBfiwwY2xE
Billie Jean,Thriller,Michael Jackson,294000,0,10,Funky Old People,spotify:track:5ChkMS8OtdzJeqyybCc9R5
Rocket Man  ,Diamonds (Deluxe),Elton John,282000,0,10,Funky Old People,spotify:track:3gdewACMIVMEWVbyb8O9sY
Tiny Dancer ,Diamonds (Deluxe),Elton John,375000,0,10,Funky Old People,spotify:track:2TVxnKdb3tqe1nhQWwwZCO
 You Don't Treat Me No Good,Sonia Dada,Sonia Dada,247000,0,2,Funky Old People,spotify:track:62CkEkHNW82sKhZfG6APMl
Love and Happiness,I&#39;m Still In Love With You,Al Green,307000,0,15,Funky Old People,spotify:track:6SMHgPgNkhe9lneNTbgtel
September,The Intouchables,"Earth, Wind & Fire",213000,0,15,Funky Old People,spotify:track:2grjqo0Frpf2okIBiifQKs
Take The Money And Run,Fly Like An Eagle,Steve Miller Band,170000,0,1,Funky Old People,spotify:track:1ZhrREyOOeFV6TxDOyiPwu
I Try,On How Life Is,Macy Gray,239000,0,1,Funky Old People,spotify:track:5TAf4lnZCZTLlZHNZMLFLi
Take The Long Way Home ,Breakfast In America (Deluxe Edition),Supertramp,308000,0,4,Funky Old People,spotify:track:0v0XYK0pLgsPiq5u4FKHaw
Fly Me To The Moon  ,Nothing But The Best (Remastered),Frank Sinatra,147000,0,1,Funky Old People,spotify:track:5b7OgznPJJr1vHNYGyvxau
All Out of Love,Lost in Love,Air Supply,243000,0,6,Funky Old People,spotify:track:7dQC53NiYOY9gKg3Qsu2Bs
Rich Girl,Bigger Than Both Of Us,Daryl Hall & John Oates,142000,0,30,Funky Old People,spotify:track:0qRR9d89hIS0MHRkQ0ejxX
Only You,"Doing It in Lagos: Boogie, Pop &amp; Disco in 1980&#39;s Nigeria",Steve Monite,381000,0,7,Funky Old People,spotify:track:69ZGaXg5BV9HRxOgexbu6N
Hooked on a Feeling,Hooked On A Feeling,Blue Swede,172000,0,2,Funky Old People,spotify:track:6Ac4NVYYl2U73QiTt11ZKd
I Happen to Like New York  [Live @ the Carlyle],Live At The Café Carlyle,Bobby Short,112000,0,0,Funky Old People,spotify:track:47xiOR9Qfjr8z4aXlCCIwL
O-o-h Child,The Best Of The Spinners,The Spinners,193000,0,3,Funky Old People,spotify:track:0VJoFFSeE2s60sjbKrtLfV
Man in the Mirror ,Bad,Michael Jackson,318000,0,6,Funky Old People,spotify:track:1kiNatIrwDusOZfR29W0LJ
Better Man,Vitalogy,Pearl Jam,268000,0,17,Funky Old People,spotify:track:2B98ljvzqpCVgt5reTHq28
New York State of Mind,Turnstiles,Billy Joel,362000,0,32,Funky Old People,spotify:track:6yjKlmm7vOszkXEUku1EM1
 the Dock of the Bay,The Very Best of Otis Redding,Otis Redding,166000,0,14,Funky Old People,spotify:track:3zBhihYUHBmGd2bcQIobrF
Overload ,DARKNESS AND LIGHT,John Legend,200000,0,58,✌️,spotify:track:37exBefsiwr3rmQ7xcQnEJ
Who Hurt You?,Who Hurt You?,Daniel Caesar,231000,0,27,✌️,spotify:track:23c9gmiiv7RCu7twft0Mym
Vertigo,Suncity,Khalid,270000,0,44,✌️,spotify:track:7stcuQtnHL7C6XdPvpwywv
Grey Luh,Berhana,Berhana,261000,0,76,✌️,spotify:track:1x1BKrrpq7CfOZPBeUsx16
Street Sweeper,JMSN,JMSN,238000,0,58,✌️,spotify:track:7ogtNGbl2azlMWnrgm9IwS
Newsflash!,Zephyr,NIKI,204000,0,69,✌️,spotify:track:4jbA7VSQHZeWLktuUuHWbz
White ,The Of Tape Vol. 2,Odd Future,122000,0,111,✌️,spotify:track:2gEmgpnxseKEVRTwkSGopN
Come and See Me ,PARTYNEXTDOOR 3 (P3),PARTYNEXTDOOR,235000,0,37,✌️,spotify:track:1wZqJM5FGDEl3FjHDxDyQd
Blessed,Freudian,Daniel Caesar,241000,0,81,✌️,spotify:track:0KyzXQhY2yzcb1FYCHkZc2
The Fall,Woman,Rhye,224000,0,18,✌️,spotify:track:35yZkNFNVosiHE6Uj0COVM
Unfair,Unfair (Full Version) / Been A While,6LACK,288000,0,35,✌️,spotify:track:3Q33RhbyoFul9LdKKjticI
Pink + White,Blonde,Frank Ocean,184581,0,104,✌️,spotify:track:3xKsf9qdS1CyvXSMEid6g8
Open,Woman,Rhye,217000,0,19,✌️,spotify:track:3JsA2sWDNR9oQogGAzqqtH
Makes Me Wonder,READY,Ella Mai,210000,0,42,✌️,spotify:track:4zwZhQnqJTr1rQ9wRY3nNr
Around,Zephyr,NIKI,183000,0,47,✌️,spotify:track:6tv9CzrMUHQFrm9VHHO1hv
Ride,SoMo,SoMo,289000,0,15,✌️,spotify:track:1CI6YgwwNq3VfhgxPuEpE6
Never Would Have Made It,K.T.S.E.,Teyana Taylor,159000,0,22,✌️,spotify:track:6gDJbgtCENoIouUjInc0I3
If They Only Knew,Pain &amp; Pleasure,Black Atlass,285000,0,45,✌️,spotify:track:1qzfklFCZR6tojJnDvgzqA
Glock Six ,FREE 6LACK (Bonus Track Version),6LACK,190000,0,49,✌️,spotify:track:2ntHUBYRHjQmmJDioSwsUg
Navajo,Navajo,Masego,194000,0,26,✌️,spotify:track:6zWU7YALeEDMcPGhKKZJhV
One Unread,Amber Olivier,Amber Olivier,215000,0,49,✌️,spotify:track:2TXiRt0gxd304vN6b2qvwe
Neighbors Know My Name,Ready (Deluxe),Trey Songz,186000,0,3,✌️,spotify:track:6jvvpPJQJy5rMOEkLlADl6
Juke Jam ,Coloring Book,Chance The Rapper,219559,0,146,✌️,spotify:track:3eze1OsZ1rqeXkKStNfTmi
Sure Thing,All I Want Is You,Miguel,195000,0,77,✌️,spotify:track:0JXXNGljqupsJaZsgSbMZV
Feel,Pain &amp; Pleasure,Black Atlass,193000,0,50,✌️,spotify:track:2wYwapE4yr592q0Ts35x9s
You Got It,True to Self,Bryson Tiller,176000,0,81,✌️,spotify:track:5xGH4fqJwvMynXn3dcmbpr
Free,FREE 6LACK (Bonus Track Version),6LACK,263000,0,22,✌️,spotify:track:3Isj85ak2yj4EndfKFGs9x
Think About Me,Morning After,dvsn,246000,0,31,✌️,spotify:track:4LkLfPYc3yjOta7Gk8FDRB
High,The Color Of You,Alina Baraz,167000,0,53,✌️,spotify:track:37IFgb5CFQap5WiPx1owPS
Complicated,NOTHiN 2 SOMETHiN,MIKExANGEL,193000,0,18,✌️,spotify:track:5cKRlX4h9UqSOBIuNZfsvP
Try Me,"My Dear Melancholy,",The Weeknd,221000,0,48,✌️,spotify:track:4ppTAJUbNXELZcoUaL90wo
Worst Luck,FREE 6LACK (Bonus Track Version),6LACK,206000,0,46,✌️,spotify:track:2wc4wFgsQUDD79jItn4cHs
Wasted Times,"My Dear Melancholy,",The Weeknd,220000,0,46,✌️,spotify:track:7DKS0rX27cCEPsK0R6tFWS
Lotus Flower Bomb ,Ambition (Deluxe Version),Wale,213000,0,149,✌️,spotify:track:3MAgQuClHcAV8E9CbeBS6f
Forgive You,Good Thing,Leon Bridges,221000,0,17,✌️,spotify:track:1sfTdlWfcFdI7NfmcfZPii
Wait,Wait,NoMBe,214000,0,14,✌️,spotify:track:78q95oBxFrzHHAWsXRogXa
Cocaine Rain,Cocaine Rain,Lais,242000,0,7,✌️,spotify:track:0DRNWGmg8Zn5pVtBhvTCrM
Ex Calling,FREE 6LACK (Bonus Track Version),6LACK,212000,0,128,✌️,spotify:track:1MQ8ydvrTnn2QJgXFATJvD
White ,channel ORANGE,Frank Ocean,76000,0,32,✌️,spotify:track:3xKsf9qdS1CyvXSMEid6g8
Hold Me Down,Freudian,Daniel Caesar,231000,0,65,✌️,spotify:track:1Mza2sr6tPhy6jjI3HB9fW
La Cienega,Head In The Clouds,88rising,192000,0,75,✌️,spotify:track:3iGz75NJkqHubYUMRELLyP
The Ways,Black Panther The Album Music From And Inspired By,Khalid,238000,0,13,✌️,spotify:track:5jyyPsIGM2yqkZN9R3TmvN
Talking to Myself,Ology,Gallant,237000,0,24,✌️,spotify:track:5ivOiIOSkypt3P1jqjlmcf
Honey,Honey,Johnny Balik,236000,0,29,✌️,spotify:track:3p7byaSR5J1he8vvDkxirp
I Like You ,WOO$AH,Childish Major,266000,0,10,✌️,spotify:track:0KbPGoZfbrbsqncQcW9IQy
